P01D10B,P01A02,P01A03,P01A04,P01A05,P01A06,P01A07,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2201.0,9.0,1.0,10745.0,0056,6.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2201.0,13.0,1.0,15430.0,62,7.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2501.0,16.0,1.0,20332.0,0145,12.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,3.0,142.0,0081,13.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,6.0,338.0,0009,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,6.0,338.0,0076,7.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,5.0,13252.0,0045,6.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,5.0,13252.0,0037,5.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,2.0,13159.0,0061,4.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,2.0,13159.0,0118,7.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,5.0,13252.0,0013,2.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,5.0,13252.0,0081,10.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,2.0,13159.0,0043,3.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,2.0,13159.0,0078,5.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0063,14.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0051,13.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0096,15.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2101.0,9.0,4.0,11151.0,23,12.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2101.0,9.0,4.0,11154.0,17,4.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,0073,8.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,0045,5.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,0162,13.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0001,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,0054,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0018,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0106,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0019,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2501.0,16.0,1.0,20332.0,0018,2.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2501.0,16.0,1.0,20332.0,0127,3.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2501.0,16.0,1.0,20332.0,0035,4.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2501.0,16.0,1.0,20332.0,0110,5.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0015,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0062,6.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0135,12.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0109,10.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,6.0,338.0,0130,4.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0027,3.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0007,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,8.0,13456.0,0026,12.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2201.0,9.0,1.0,10745.0,0071,8.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,0117,3.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0052,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0043,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0048,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,3.0,142.0,0051,8.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,3.0,142.0,0096,15.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0031,3.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0080,7.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0082,8.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,47,4.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0098,9.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,36.0,4933.0,0115,11.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2001.0,1.0,6.0,338.0,0024,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,7.0,23918.0,15,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0063,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,108,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0072,1.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,1.0,23511.0,0039,39.0,1.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0006,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2101.0,9.0,4.0,11154.0,11,3.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2601.0,20.0,9.0,24104.0,0013,1.0,2.0,0.0,9,A,1,"En el capítulo de situación de la mujer elegida se registró estado conyugal soltera y nunca ha tenido novio y  se tiene información en el capítulo de manifestaciones de violencia en la pareja, sección vida en pareja. ",09A0101,
2301.0,11.0,2.0,13159.0,0142,8.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2401.0,13.0,8.0,16094.0,57,12.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,3.0,19744.0,0071,11.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,3.0,19744.0,0023,5.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2401.0,13.0,8.0,16094.0,66,66.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,8.0,20123.0,0033,13.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,8.0,20123.0,0059,14.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2701.0,22.0,10.0,25402.0,0034,8.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,1.0,20332.0,0171,14.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,3.0,19744.0,117,7.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2701.0,22.0,1.0,25010.0,0174,14.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2501.0,16.0,8.0,19744.0,0023,7.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2401.0,13.0,27.0,17147.0,157,15.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2401.0,13.0,27.0,17147.0,122,12.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2301.0,11.0,5.0,13252.0,0004,1.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2201.0,9.0,1.0,10745.0,0084,10.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2001.0,1.0,6.0,338.0,0114,10.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2301.0,11.0,5.0,13252.0,0030,4.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2101.0,9.0,4.0,11154.0,40,13.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2001.0,1.0,36.0,4933.0,0153,14.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2301.0,11.0,8.0,13456.0,0038,4.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2301.0,11.0,8.0,13456.0,0009,11.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2601.0,20.0,1.0,23511.0,0061,1.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2601.0,20.0,9.0,24104.0,0020,1.0,2.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2201.0,9.0,1.0,10745.0,47,16.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
2201.0,9.0,1.0,10745.0,0047,5.0,1.0,0.0,9,A,8,"Se registró que el estado conyugal de la mujer es con novio sin cohabitación y se registra información en las variables de edad de inicio de noviazgo, edad de cohabitación con pareja actual, edad de pareja actual al inicio de cohabitación, razón de la unión con pareja actual, condición de cohabitación con pareja actual, veces que ha estado unida o casada, edad de primera unión, edad de pareja de primera unión, razón de separación con pareja anteior, manifestaciones de violencia con expareja y/o relación actual con expareja.",09A0801,
